"nt_chanceflurries.gif" 0000 0000 00 00
"nt_chancerain.gif" 1400 0000 00 00
"nt_chancesleet.gif" 2800 0000 00 00
"nt_chancesnow.gif" 3C00 0000 00 00
"nt_chancetstorms.gif" 5000 0000 00 00
"nt_clear.gif" 6400 0000 00 00
"nt_cloudy.gif" 7800 0000 00 00
"nt_flurries.gif" 8C00 0000 00 00
"nt_fog.gif" A000 0000 00 00
"nt_hazy.gif" B400 0000 00 00
"nt_mostlycloudy.gif" C800 0000 00 00
"nt_mostlysunny.gif" DC00 0000 00 00
"nt_partlycloudy.gif" F000 0000 00 00
"nt_partlysunny.gif" 0400 0001 00 00
"nt_rain.gif" 1800 0001 00 00
"nt_sleet.gif" 2C00 0001 00 00
"nt_snow.gif" 4000 0001 00 00
"nt_sunny.gif" 5400 0001 00 00
"nt_tstorms.gif" 6800 0001 00 00
